sal_code,sal_name,irsad_score,irsad_decile,ier_score,population
20097,Badger Creek,944.7308887,3.0,1017.938513,1610.0
20098,Bael Bael,985.3858436,5.0,1071.750826,10.0
20099,Bagshot,984.202338,5.0,1076.840658,355.0
20100,Bagshot North,984.202338,5.0,1076.840658,39.0
20101,Bahgallah,927.2485323,3.0,970.4387316,56.0
20102,Bailieston,941.2736129,3.0,979.2878392,120.0
20103,Bairnsdale,899.3059169,2.0,922.2635372,7905.0
20104,Bakery Hill,993.8170815,6.0,864.1438248,180.0
20105,Balaclava (Vic.),1101.84758,10.0,941.470793,5392.0
20106,Bald Hills (Vic.),1014.800993,7.0,1063.949066,114.0
20107,Balintore,932.554588,3.0,1009.128874,59.0
20108,Ballan,973.3109398,5.0,1023.160144,3392.0
20109,Ballangeich,1038.971868,8.0,1090.484361,71.0
20110,Ballapur,1022.670255,8.0,1028.167846,19.0
20111,Ballarat Central,1020.481667,7.0,945.3009683,5378.0
20112,Ballarat East,930.7197394,3.0,905.6604025,5937.0
20113,Ballarat North,974.229328,5.0,953.4629664,4041.0
20114,Ballendella,965.641784,4.0,1052.826029,120.0
20115,Balliang,1019.639544,7.0,1069.139099,254.0
20116,Balliang East,966.1620652,4.0,1025.803595,199.0
20117,Ballyrogan,1069.954834,9.0,1061.779695,77.0
20118,Balmattum,1015.789564,7.0,1046.314514,135.0
20119,Balmoral (Vic.),938.2782746,3.0,999.2422987,281.0
20120,Balnarring,1072.526398,10.0,1087.438374,2371.0
20121,Balnarring Beach,1067.044563,9.0,1062.215405,471.0
20122,Balook,988.5958731,6.0,1026.591531,9.0
20123,Balwyn,1104.780347,10.0,1035.111962,13495.0
20124,Balwyn North,1115.342543,10.0,1077.996481,21302.0
20125,Bamawm,972.9588611,5.0,1049.961692,491.0
20126,Bamawm Extension,989.9526047,6.0,1057.294638,282.0
20127,Bambra,1043.945288,9.0,1078.917536,115.0
20128,Bamganie,975.3136874,5.0,1051.972604,44.0
20129,Bandiana,1001.463809,6.0,1026.784973,855.0
20130,Bangerang,1027.892973,8.0,1062.612517,62.0
20131,Bangholme,863.1143903,1.0,934.7162435,749.0
20132,Bannerton,942.7537962,3.0,934.9428274,78.0
20133,Bannockburn (Vic.),1000.439216,6.0,1085.731033,6470.0
20134,Banyan,1044.778694,9.0,1025.964769,22.0
20135,Banyena,1029.99873,8.0,1036.614841,27.0
20136,Baranduda,1030.864843,8.0,1089.597997,3041.0
20137,Barfold,1024.321446,8.0,1067.963087,82.0
20138,Baringhup,994.9062549,6.0,1037.396972,185.0
20139,Baringhup West,994.9062549,6.0,1037.396972,11.0
20140,Barjarg,1073.18081,10.0,1124.220831,141.0
20141,Barkers Creek,1038.930531,8.0,1050.901674,487.0
20142,Barkly (Vic.),903.0207566,2.0,978.8941621,49.0
20143,Barkstead,1007.920109,7.0,1074.012721,41.0
20144,Barmah,912.455462,2.0,937.623226,229.0
20145,Barnadown,991.549171,6.0,1061.960547,12.0
20146,Barnawartha,976.9205384,5.0,1053.498054,987.0
20147,Barnawartha North,1066.737336,9.0,1120.368874,188.0
20148,Baromi,948.5578702,3.0,979.6024246,149.0
20149,Barongarook,989.3740656,6.0,1086.050564,458.0
20150,Barongarook West,978.0190813,5.0,1064.463256,291.0
20151,Barrabool,1112.287174,10.0,1146.664618,247.0
20152,Barrakee,1045.256121,9.0,1083.377591,22.0
20153,Barramunga,1049.621726,9.0,1055.542535,11.0
20154,Barraport,1038.270105,8.0,1065.749245,45.0
20155,Barraport West,1038.270105,8.0,1065.749245,5.0
20156,Barrys Reef,1047.693506,9.0,1087.096997,39.0
20157,Barunah Park,950.4981745,3.0,1008.793952,33.0
20158,Barunah Plains,983.3707428,5.0,1027.866011,10.0
20159,Barwidgee,1019.819988,7.0,1081.201389,96.0
20160,Barwite,991.7933781,6.0,1050.597843,269.0
20161,Barwon Downs,1008.814727,7.0,1040.72681,136.0
20162,Barwon Heads,1100.104798,10.0,1077.124646,4353.0
20163,Basalt (Vic.),1035.428566,8.0,1039.024562,23.0
20164,Bass,931.4892898,3.0,1008.568186,405.0
20165,Batesford,1091.562727,10.0,1161.477723,1141.0
20166,Bathumi,1055.477629,9.0,1091.351737,76.0
20169,Baxter,957.9220221,4.0,1017.632582,2166.0
20170,Bayindeen,956.6714401,4.0,995.1613163,22.0
20171,Bayles,993.6723475,6.0,1100.454287,445.0
20172,Baynton (Vic.),1084.175812,10.0,1066.710562,95.0
20173,Bayswater (Vic.),986.3578771,5.0,983.2518915,12262.0
20174,Bayswater North,991.9644424,6.0,1009.104078,9014.0
20175,Beaconsfield (Vic.),1044.167183,9.0,1093.964568,7267.0
20176,Beaconsfield Upper,1085.765845,10.0,1138.284457,2997.0
20177,Bealiba,859.7790805,1.0,941.0192325,213.0
20178,Bearii,882.0433038,1.0,977.5719028,167.0
20179,Bears Lagoon,992.7038255,6.0,1020.424847,53.0
20180,Beauchamp,1005.724147,7.0,1015.869252,44.0
20181,Beaufort (Vic.),905.0164748,2.0,952.0479205,1712.0
20182,Beaumaris (Vic.),1133.845028,10.0,1106.994545,13947.0
20183,Beazleys Bridge,954.6387951,4.0,1012.355778,24.0
20184,Beeac,944.6878802,3.0,1014.675378,394.0
20185,Beech Forest,954.2032666,4.0,979.5798913,125.0
20186,Beechworth,1004.148261,7.0,1008.216024,4274.0
20187,Beenak,1042.041709,9.0,1072.306533,17.0
20188,Belgrave,1053.548636,9.0,1065.567552,3894.0
20189,Belgrave Heights,1048.821536,9.0,1086.530603,1398.0
20190,Belgrave South,1061.982416,9.0,1113.282214,1670.0
20191,Bell Park,927.1953134,3.0,939.465701,5602.0
20192,Bell Post Hill,944.7772629,3.0,973.0200884,5083.0
20193,Bellarine,1045.627334,9.0,1081.914472,169.0
20194,Bellbird Creek,969.2005917,4.0,1000.369778,5.0
20195,Bellbrae,1087.308811,10.0,1093.64291,1346.0
20196,Bellbridge,997.3126444,6.0,1049.657067,393.0
20197,Bellellen,984.6393558,5.0,1010.812498,59.0
20198,Bellfield (Banyule - Vic.),995.307933,6.0,951.4357324,1996.0
20200,Bells Beach,1137.486433,10.0,1180.81017,151.0
20201,Belmont (Vic.),995.4426072,6.0,958.7200755,15066.0
20202,Bemm River,912.5196297,2.0,939.1117425,72.0
20203,Bena,1015.723092,7.0,1070.898729,303.0
20204,Benalla,921.8295863,2.0,949.8510801,10822.0
20205,Benambra,945.8598489,3.0,985.2685666,173.0
20206,Benayeo,1077.142587,10.0,1088.804389,69.0
20207,Bend Of Islands,1089.115917,10.0,1079.712546,267.0
20208,Bendigo,983.3201186,5.0,923.5762564,5652.0
20209,Bendoc,915.7333538,2.0,919.1871441,109.0
20210,Bengworden,1031.240161,8.0,1051.980719,93.0
20211,Benjeroop,913.310179,2.0,997.4215721,56.0
